,DEPCOM,MACROZONE,Macro_agre,NOM,POP2010,POP2011
0,75101,Paris,Paris Iintramuros,Paris 1er Arrondissement,17308,17443
1,75102,Paris,Paris Iintramuros,Paris 2e  Arrondissement,23009,22927
2,75103,Paris,Paris Iintramuros,Paris 3e  Arrondissement,35652,36120
3,75104,Paris,Paris Iintramuros,Paris 4e  Arrondissement,28012,27887
4,75105,Paris,Paris Iintramuros,Paris 5e  Arrondissement,60938,60800
5,75106,Paris,Paris Iintramuros,Paris 6e  Arrondissement,43451,43880
6,75107,Paris,Paris Iintramuros,Paris 7e  Arrondissement,57974,57786
7,75108,Haussmann,Paris intramuros,Paris 8e  Arrondissement,41280,40589
8,75109,Haussmann,Paris intramuros,Paris 9e  Arrondissement,60139,60120
9,75110,RER E - tronc commun,Paris Iintramuros,Paris 10e  Arrondissement,95394,94027
10,75111,Paris,Paris Iintramuros,Paris 11e  Arrondissement,153202,154647
11,75112,Paris,Paris Iintramuros,Paris 12e  Arrondissement,144262,144402
12,75113,Paris,Paris Iintramuros,Paris 13e  Arrondissement,181532,183260
13,75114,Paris,Paris Iintramuros,Paris 14e  Arrondissement,138299,140317
14,75115,Paris,Paris Iintramuros,Paris 15e  Arrondissement,236715,238395
15,75116,RER E - la Drfense,Paris Iintramuros,Paris 16e  Arrondissement,171124,169942
16,75117,RER E - la Drfense,Paris Iintramuros,Paris 17e  Arrondissement,169325,170174
17,75118,RER E - tronc commun,Paris Iintramuros,Paris 18e  Arrondissement,202685,203127
18,75119,RER E - tronc commun,Paris Iintramuros,Paris 19e  Arrondissement,186652,186090
19,75120,Paris,Paris Iintramuros,Paris 20e  Arrondissement,196880,198042
20,77001,77,,Ach0res-la-Fornt,1242,1232
21,77002,77,,Amillis,774,781
22,77003,77,,Amponville,385,388
23,77004,77,,Andrezel,303,299
24,77005,77,,Annet-sur-Marne,3239,3229
25,77006,77,,Arbonne-la-For?t,1024,1025
26,77007,P - Provins,,Argenti?res,388,395
27,77008,77,,Armenti?res-en-Brie,1405,1399
28,77009,77,,Arville,132,127
29,77010,P - Provins,,Aubepierre-Ozouer-le-Repos,904,895
30,77011,77,,Aufferville,551,547
31,77012,77,,Augers-en-Brie,304,304
32,77013,77,,Aulnoy,386,386
33,77014,77,,Avon,13984,14084
34,77015,77,,Baby,85,94
35,77016,77,,Bagneaux-sur-Loing,1704,1695
36,77018,RER A Marne,,Bailly-Romainvilliers,6516,6884
37,77019,77,,Balloy,331,325
38,77020,77,,Bannost-Villegagnon,636,649
39,77021,77,,Barbey,193,195
40,77022,77,,Barbizon,1346,1357
41,77023,77,,Barcy,236,249
42,77024,77,,Bassevelle,352,349
43,77025,77,,Bazoches-l?s-Bray,827,826
44,77026,77,,Beauchery-Saint-Martin,410,411
45,77027,77,,Beaumont-du-G?tinais,1164,1159
46,77028,77,,Beautheil,712,724
47,77029,P - Provins,,Beauvoir,189,194
48,77030,77,,Bellot,809,799
49,77031,77,,Bernay-Vilbert,837,843
50,77032,77,,Beton-Bazoches,781,812
51,77033,77,,Bezalles,229,236
52,77034,77,,Blandy,760,735
53,77035,77,,Blennes,562,566
54,77036,77,,Boisdon,92,97
55,77037,77,,Bois-le-Roi,5650,5649
56,77038,77,,Boissettes,464,463
57,77039,77,,Boissise-la-Bertrand,1006,1068
58,77040,77,,Boissise-le-Roi,3572,3616
59,77041,77,,Boissy-aux-Cailles,315,311
60,77042,77,,Boissy-le-Ch?tel,3110,3110
61,77043,77,,Boitron,393,396
62,77044,P - Provins,,Bombon,908,860
63,77045,77,,Bougligny,721,720
64,77046,77,,Boulancourt,366,370
65,77047,77,,Bouleurs,1441,1453
66,77048,77,,Bourron-Marlotte,2712,2683
67,77049,77,,Boutigny,875,878
68,77050,77,,Bransles,505,519
69,77051,77,,Bray-sur-Seine,2397,2427
70,77052,P - Provins,,Br?au,351,346
71,77053,77,,Brie-Comte-Robert,16251,16075
72,77054,77,,La Brosse-Montceaux,725,727
73,77055,77,,Brou-sur-Chantereine,4254,4324
74,77056,77,,Burcy,148,152
75,77057,77,,Bussi?res,461,461
76,77058,RER A Marne,,Bussy-Saint-Georges,23341,25135
77,77059,RER A Marne,,Bussy-Saint-Martin,724,726
78,77060,77,,Buthiers,755,756
79,77061,77,,Cannes-?cluse,2566,2540
80,77062,77,,Carnetin,473,488
81,77063,P - Colommiers,,La Celle-sur-Morin,1267,1269
82,77065,77,,C?ly,1198,1226
83,77066,77,,Cerneux,305,311
84,77067,77,,Cesson,8572,9092
85,77068,P - Provins,,Cessoy-en-Montois,216,214
86,77069,77,,Chailly-en-Bi?re,1997,1974
87,77070,77,,Chailly-en-Brie,1449,1443
88,77071,77,,Chaintreaux,902,917
89,77072,77,,Chalautre-la-Grande,689,698
90,77073,P - Provins,,Chalautre-la-Petite,563,579
91,77075,77,,Chalifert,1212,1234
92,77076,P - Provins,,Chalmaison,736,745
93,77077,77,,Chambry,906,920
94,77078,77,,Chamigny,1264,1300
95,77079,77,,Champagne-sur-Seine,6485,6499
96,77080,77,,Champcenest,138,147
97,77081,P - Provins,,Champdeuil,638,662
98,77082,77,,Champeaux,768,810
99,77083,RER A Marne,,Champs-sur-Marne,24418,24499
100,77084,77,,Changis-sur-Marne,1062,1084
101,77085,RER A Marne,,Chanteloup-en-Brie,2121,2403
102,77086,77,,La Chapelle-Gauthier,1449,1491
103,77087,77,,La Chapelle-Iger,159,157
104,77088,77,,La Chapelle-la-Reine,2596,2567
105,77089,77,,La Chapelle-Rablais,951,962
106,77090,P - Provins,,La Chapelle-Saint-Sulpice,213,220
107,77091,P - Colommiers,,Les Chapelles-Bourbon,421,413
108,77093,77,,La Chapelle-Moutils,390,412
109,77094,77,,Charmentray,261,266
110,77095,77,,Charny,1220,1225
111,77096,77,,Chartrettes,2556,2573
112,77097,77,,Chartronges,279,285
113,77098,P - Provins,,Ch?teaubleau,330,338
114,77099,77,,Ch?teau-Landon,3112,3125
115,77100,77,,Le Ch?telet-en-Brie,4416,4413
116,77101,77,,Ch?tenay-sur-Seine,933,955
117,77102,77,,Ch?tenoy,149,155
118,77103,77,,Ch?tillon-la-Borde,218,217
119,77104,P - Colommiers,,Ch?tres,579,593
120,77106,77,,Chauffry,992,1021
121,77107,P - Provins,,Chaumes-en-Brie,3046,3045
122,77108,77,,Chelles,52779,52817
123,77109,77,,Chenoise,1290,1289
124,77110,77,,Chenou,302,313
125,77111,RER A Marne,,Chessy,4298,4355
126,77112,77,,Chevrainvilliers,224,223
127,77113,77,,Chevru,1088,1081
128,77114,RER E - Tournan,,Chevry-Cossigny,3706,3897
129,77115,77,,Chevry-en-Sereine,508,507
130,77116,77,,Choisy-en-Brie,1347,1356
131,77117,77,,Citry,797,808
132,77118,77,,Claye-Souilly,11026,11122
133,77119,P - Provins,,Clos-Fontaine,257,265
134,77120,77,,Cocherel,592,614
135,77121,RER A Marne,,Coll?gien,3145,3099
136,77122,77,,Combs-la-Ville,21554,21908
137,77123,77,,Compans,711,723
138,77124,RER A Marne,,Conches-sur-Gondoire,1740,1735
139,77125,77,,Cond?-Sainte-Libiaire,1409,1416
140,77126,77,,Congis-sur-Th?rouanne,1759,1765
141,77127,77,,Coubert,1821,1962
142,77128,77,,Couilly-Pont-aux-Dames,2132,2155
143,77129,77,,Coulombs-en-Valois,611,625
144,77130,77,,Coulommes,402,409
145,77131,P - Colommiers,,Coulommiers,14544,14622
146,77132,RER A Marne,,Coupvray,2705,2656
147,77133,77,,Courcelles-en-Bass?e,228,234
148,77134,77,,Courchamp,152,153
149,77135,77,,Courpalay,1402,1413
150,77136,77,,Courquetaine,200,201
151,77137,77,,Courtacon,198,215
152,77138,P - Provins,,Courtomer,542,535
153,77139,77,,Courtry,6156,6280
154,77140,77,,Couten?on,285,289
155,77141,RER A Marne,,Coutevroult,974,996
156,77142,77,,Cr?cy-la-Chapelle,4225,4250
157,77143,77,,Cr?gy-l?s-Meaux,4292,4339
158,77144,77,,Cr?vecoeur-en-Brie,301,303
159,77145,77,,Crisenoy,628,624
160,77146,RER A Marne,,Croissy-Beaubourg,2010,1988
161,77147,P - Provins,,La Croix-en-Brie,667,669
162,77148,77,,Crouy-sur-Ourcq,1747,1745
163,77149,P - Provins,,Cucharmoy,242,237
164,77150,77,,Cuisy,442,439
165,77151,77,,Dagny,340,337
166,77152,77,,Dammarie-les-Lys,20722,20661
167,77153,77,,Dammartin-en-Go?le,8052,8258
168,77154,P - Colommiers,,Dammartin-sur-Tigeaux,889,913
169,77155,RER A Marne,,Dampmart,3158,3179
170,77156,77,,Darvault,805,818
171,77157,77,,Dhuisy,276,281
172,77158,77,,Diant,205,196
173,77159,77,,Donnemarie-Dontilly,2801,2838
174,77161,77,,Dormelles,882,862
175,77162,77,,Doue,1014,1009
176,77163,77,,Douy-la-Ram?e,290,301
177,77164,77,,?chouboulains,512,505
178,77165,77,,Les ?crennes,612,608
179,77166,77,,?cuelles,2479,2443
180,77167,77,,?gligny,317,311
181,77168,77,,?greville,2200,2182
182,77169,RER E - Tournan,,?merainville,7349,7253
183,77170,77,,?pisy,514,527
184,77171,77,,Esbly,5759,5882
185,77172,77,,Esmans,886,889
186,77173,77,,?tr?pilly,850,848
187,77174,P - Provins,,Everly,591,592
188,77175,77,,?vry-Gr?gy-sur-Yerre,2399,2485
189,77176,P - Colommiers,,Faremoutiers,2434,2465
190,77177,RER E - Tournan,,Favi?res,1106,1101
191,77178,77,,Fa?-l?s-Nemours,478,486
192,77179,77,,F?ricy,593,582
193,77180,RER E - Tournan,,F?rolles-Attilly,1123,1135
194,77181,RER A Marne,,Ferri?res-en-Brie,2198,2243
195,77182,77,,La Fert?-Gaucher,4424,4557
196,77183,77,,La Fert?-sous-Jouarre,9061,9222
197,77184,77,,Flagy,636,645
198,77185,77,,Fleury-en-Bi?re,640,639
199,77186,77,,Fontainebleau,15107,14708
200,77187,77,,Fontaine-Fourches,596,595
201,77188,77,,Fontaine-le-Port,938,939
202,77190,77,,Fontains,263,253
203,77191,P - Provins,,Fontenailles,1060,1062
204,77192,P - Colommiers,,Fontenay-Tr?signy,5135,5218
205,77193,77,,Forfry,270,271
206,77194,77,,Forges,414,413
207,77195,77,,Fouju,545,562
208,77196,77,,Fresnes-sur-Marne,654,657
209,77197,77,,Fr?toy,155,155
210,77198,77,,Fromont,218,212
211,77199,77,,Fublaines,1186,1167
212,77200,77,,Garentreville,101,103
213,77201,77,,Gastins,667,684
214,77202,77,,La Genevraye,619,622
215,77203,77,,Germigny-l'?v?que,1358,1357
216,77204,77,,Germigny-sous-Coulombs,199,203
217,77205,77,,Gesvres-le-Chapitre,169,165
218,77206,77,,Giremoutiers,146,146
219,77207,77,,Gironville,179,170
220,77208,P - Provins,,Gouaix,1452,1446
221,77209,RER A Marne,,Gouvernes,1113,1101
222,77210,77,,La Grande-Paroisse,2591,2610
223,77211,P - Provins,,Grandpuits-Bailly-Carrois,992,1007
224,77212,77,,Gravon,142,145
225,77214,77,,Gressy,912,902
226,77215,RER E - Tournan,,Gretz-Armainvilliers,7984,8066
227,77216,77,,Grez-sur-Loing,1409,1424
228,77217,77,,Grisy-Suisnes,2428,2395
229,77218,77,,Grisy-sur-Seine,98,100
230,77219,P - Colommiers,,Gu?rard,2251,2250
231,77220,77,,Guercheville,285,284
232,77221,RER A Marne,,Guermantes,1243,1217
233,77222,P - Provins,,Guignes,3365,3364
234,77223,77,,Gurcy-le-Ch?tel,566,581
235,77224,77,,Hautefeuille,318,315
236,77225,77,,La Haute-Maison,355,363
237,77226,77,,H?ricy,2548,2538
238,77227,77,,Herm?,604,624
239,77228,77,,Hondevilliers,240,240
240,77229,P - Colommiers,,La Houssaye-en-Brie,1609,1618
241,77230,77,,Ichy,164,173
242,77231,77,,Isles-les-Meldeuses,771,776
243,77232,77,,Isles-l?s-Villenoy,910,911
244,77233,77,,Iverny,588,585
245,77234,77,,Jablines,639,650
246,77235,77,,Jaignes,306,291
247,77236,77,,Jaulnes,355,357
248,77237,RER A Marne,,Jossigny,629,632
249,77238,77,,Jouarre,4188,4184
250,77239,77,,Jouy-le-Ch?tel,1436,1469
251,77240,77,,Jouy-sur-Morin,2144,2171
252,77241,77,,Juilly,2156,2189
253,77242,P - Provins,,Jutigny,576,560
254,77243,77,,Lagny-sur-Marne,20236,20306
255,77244,77,,Larchant,742,751
256,77245,77,,Laval-en-Brie,455,462
257,77246,77,,L?chelle,558,563
258,77247,77,,Lescherolles,481,482
259,77248,77,,Lesches,708,701
260,77249,77,,L?signy,7442,7429
261,77250,77,,Leudon-en-Brie,149,164
262,77251,77,,Lieusaint,10577,10441
263,77252,77,,Limoges-Fourches,475,469
264,77253,77,,Lissy,190,196
265,77254,P - Colommiers,,Liverdy-en-Brie,1278,1298
266,77255,77,,Livry-sur-Seine,1919,1927
267,77256,P - Provins,,Lizines,168,174
268,77257,77,,Lizy-sur-Ourcq,3633,3621
269,77258,RER A Marne,,Lognes,14560,14410
270,77259,77,,Longperrier,2454,2464
271,77260,P - Provins,,Longueville,1684,1760
272,77261,77,,Lorrez-le-Bocage-Pr?aux,1236,1252
273,77262,77,,Louan-Villegruis-Fontaine,514,520
274,77263,77,,Luisetaines,233,238
275,77264,77,,Lumigny-Nesles-Ormeaux,1515,1519
276,77265,77,,Luzancy,1052,1073
277,77266,77,,Machault,722,739
278,77267,77,,La Madeleine-sur-Loing,337,332
279,77268,RER A Marne,,Magny-le-Hongre,5918,6580
280,77269,77,,Maincy,1702,1691
281,77270,77,,Maisoncelles-en-Brie,852,855
282,77271,77,,Maisoncelles-en-G?tinais,138,134
283,77272,P - Provins,,Maison-Rouge,877,893
284,77273,77,,March?moret,554,548
285,77274,77,,Marcilly,435,446
286,77275,77,,Les Mar?ts,153,154
287,77276,77,,Mareuil-l?s-Meaux,2194,2241
288,77277,P - Colommiers,,Marles-en-Brie,1433,1443
289,77278,77,,Marolles-en-Brie,401,395
290,77279,77,,Marolles-sur-Seine,1600,1609
291,77280,77,,Mary-sur-Marne,1203,1207
292,77281,P - Colommiers,,Mauperthuis,486,493
293,77282,Roissy,,Mauregard,314,317
294,77283,77,,May-en-Multien,883,899
295,77284,77,,Meaux,50755,52225
296,77285,77,,Le M?e-sur-Seine,20609,20693
297,77286,77,,Meigneux,229,236
298,77287,77,,Meilleray,501,511
299,77288,77,,Melun,39589,39497
300,77289,77,,Melz-sur-Seine,375,371
301,77290,77,,M?ry-sur-Marne,625,627
302,77291,Roissy,,Le Mesnil-Amelot,861,851
303,77292,77,,Messy,1089,1097
304,77293,77,,Misy-sur-Yonne,974,983
305,77294,Roissy,,Mitry-Mory,18499,18828
306,77295,77,,Moisenay,1194,1238
307,77296,77,,Moissy-Cramayel,17272,17243
308,77297,77,,Mondreville,364,363
309,77298,P - Provins,,Mons-en-Montois,482,482
310,77299,77,,Montarlot,216,225
311,77300,77,,Montceaux-l?s-Meaux,608,607
312,77301,77,,Montceaux-l?s-Provins,328,333
313,77302,77,,Montcourt-Fromonville,2090,2073
314,77303,77,,Montdauphin,231,234
315,77304,77,,Montenils,36,34
316,77305,77,,Montereau-Fault-Yonne,16681,16573
317,77306,77,,Montereau-sur-le-Jard,563,556
318,77307,RER A Marne,,Mont?vrain,8675,8950
319,77308,77,,Montg?-en-Go?le,688,693
320,77309,77,,Monthyon,1642,1644
321,77310,77,,Montigny-le-Guesdier,301,298
322,77311,77,,Montigny-Lencoup,1275,1283
323,77312,77,,Montigny-sur-Loing,2791,2791
324,77313,77,,Montmachoux,231,233
325,77314,77,,Montolivet,245,243
326,77315,77,,Montry,3287,3343
327,77316,77,,Moret-sur-Loing,4330,4318
328,77317,P - Provins,,Mormant,4387,4433
329,77318,P - Colommiers,,Mortcerf,1467,1455
330,77319,P - Provins,,Mortery,177,171
331,77320,P - Colommiers,,Mouroux,4889,4997
332,77321,77,,Mousseaux-l?s-Bray,692,707
333,77322,77,,Moussy-le-Neuf,2913,2935
334,77323,77,,Moussy-le-Vieux,1014,987
335,77325,77,,Mouy-sur-Seine,364,360
336,77326,77,,Nandy,5814,5851
337,77327,P - Provins,,Nangis,7979,8165
338,77328,77,,Nanteau-sur-Essonne,427,434
339,77329,77,,Nanteau-sur-Lunain,671,679
340,77330,77,,Nanteuil-l?s-Meaux,5433,5454
341,77331,77,,Nanteuil-sur-Marne,474,478
342,77332,77,,Nantouillet,267,267
343,77333,77,,Nemours,12745,12822
344,77335,77,,Chauconin-Neufmontiers,2720,2754
345,77336,P - Colommiers,,Neufmoutiers-en-Brie,999,972
346,77337,RER A Marne,,Noisiel,15660,15786
347,77338,77,,Noisy-Rudignon,586,599
348,77339,77,,Noisy-sur-?cole,2012,2020
349,77340,77,,Nonville,622,613
350,77341,77,,Noyen-sur-Seine,378,370
351,77342,77,,Obsonville,103,100
352,77343,77,,Ocquerre,419,426
353,77344,77,,Oissery,2133,2124
354,77345,77,,Orly-sur-Morin,671,672
355,77347,P - Provins,,Les Ormes-sur-Voulzie,830,837
356,77348,77,,Ormesson,273,284
357,77349,77,,Othis,6471,6458
358,77350,RER E - Tournan,,Ozoir-la-Ferri?re,20268,20123
359,77352,P - Provins,,Ozouer-le-Voulgis,1809,1815
360,77353,77,,Paley,437,443
361,77354,77,,Pamfou,930,936
362,77355,P - Provins,,Paroy,177,180
363,77356,77,,Passy-sur-Seine,44,47
364,77357,77,,P?cy,821,819
365,77358,77,,Penchard,1037,1055
366,77359,77,,Perthes,2114,2127
367,77360,77,,P?zarches,386,395
368,77361,77,,Pierre-Lev?e,466,473
369,77363,77,,Le Pin,1183,1269
370,77364,77,,Le Plessis-aux-Bois,240,236
371,77365,77,,Le Plessis-Feu-Aussoux,545,545
372,77366,77,,Le Plessis-l'?v?que,251,257
373,77367,77,,Le Plessis-Placy,269,272
374,77368,P - Provins,,Poigny,499,496
375,77369,77,,Poincy,709,701
376,77370,77,,Poligny,821,823
377,77371,P - Colommiers,,Pommeuse,2800,2844
378,77372,77,,Pomponne,3364,3547
379,77373,RER E - Tournan,,Pontault-Combault,35561,36458
380,77374,RER E - Tournan,,Pontcarr?,2001,2014
381,77376,77,,Pr?cy-sur-Marne,767,788
